arch,mode,mode_label,cfg,cfg_idx,test_rmse,test_mae,test_r2,val_rmse,epochs_trained
MLP,db4,Db4,cfg006,6,0.2517036777866458,0.19312794769767178,0.9373086030275143,0.21107325417824543,100
MLP,db4,Db4,cfg007,7,0.24859448160534234,0.18925538986366597,0.9388478413078061,0.2180074965638207,100
MLP,db4,Db4,cfg008,8,0.25453875765793654,0.19403542383994773,0.9358883926877078,0.21150656761904635,100
MLP,db4,Db4,cfg009,9,0.23484158565791066,0.1797634203124305,0.9454268737852692,0.2193588391446567,60
MLP,db4,Db4,cfg010,10,0.2503339826171202,0.19008023353137404,0.9379890417898918,0.2100878815014591,100
MLP,db4,Db4,cfg011,11,0.24294620776998743,0.18356788501443835,0.9415951283815231,0.21397995086984767,100
MLP,db4,Db4,cfg012,12,0.24874837309258646,0.19048996919535416,0.9387721058413723,0.21861946207639507,100
MLP,db4,Db4,cfg013,13,0.23753650562428272,0.18128568266722814,0.9441671815746592,0.21960860717935538,100
MLP,db4,Db4,cfg014,14,0.24250268312259954,0.18499764567954097,0.9418081825802059,0.20996349699512276,100
MLP,db4,Db4,cfg015,15,0.24327410804446364,0.18492083588600353,0.9414373659082715,0.21580584095640884,100
MLP,db4,Db4,cfg016,16,0.24744579163965424,0.1864037811732487,0.9394116718405281,0.21483762762810976,100
MLP,db4,Db4,cfg017,17,0.24534715848948824,0.1865390432895108,0.9404350351442495,0.2191773228190259,100
MLP,learned_wavelet_no_warmup,LWT,cfg000,0,0.2627125466233845,0.19863492905116698,0.9317047571833009,0.21145430539133941,100
MLP,learned_wavelet_no_warmup,LWT,cfg001,1,0.22591327269580921,0.17506199050328206,0.949497564936957,0.20550209461446226,100
MLP,learned_wavelet_no_warmup,LWT,cfg002,2,0.2575970396756134,0.1959872824326909,0.9343385361870529,0.2085522279595238,100
MLP,learned_wavelet_no_warmup,LWT,cfg003,3,0.2432550828918364,0.18553867696879411,0.9414465252840429,0.20954238399273936,100
MLP,learned_wavelet_no_warmup,LWT,cfg004,4,0.25238067725298247,0.193130266531292,0.936970911340359,0.20307455056789442,100
MLP,learned_wavelet_no_warmup,LWT,cfg005,5,0.24386153090952584,0.1856044692228676,0.9411542074260305,0.20783740880601909,100
MLP,learned_wavelet_no_warmup,LWT,cfg006,6,0.25005226256049756,0.19240053342525543,0.9381285346422872,0.20745604184944064,100
MLP,learned_wavelet_no_warmup,LWT,cfg007,7,0.23416695287657818,0.1791616338447178,0.9457399694213656,0.21038153199656148,100
MLP,learned_wavelet_no_warmup,LWT,cfg008,8,0.24579994179914916,0.18829528626046846,0.9402149803580975,0.20467071924333088,100
MLP,learned_wavelet_no_warmup,LWT,cfg009,9,0.2418651590820594,0.1847413659328804,0.942113745529524,0.22441890184074498,63
MLP,learned_wavelet_no_warmup,LWT,cfg010,10,0.244400123979762,0.18574822151575898,0.9408939865078707,0.212947669717203,69
MLP,learned_wavelet_no_warmup,LWT,cfg011,11,0.23991612579330987,0.1833655922493436,0.9430429215795537,0.20710228139418288,94
MLP,learned_wavelet_no_warmup,LWT,cfg012,12,0.24302827872075827,0.18536763395819833,0.9415556615956878,0.21318138969259476,100
MLP,learned_wavelet_no_warmup,LWT,cfg013,13,0.23996687893321875,0.18391691741324015,0.9430188210208877,0.21916934442522729,78
MLP,learned_wavelet_no_warmup,LWT,cfg014,14,0.23543710246382746,0.17999468832278723,0.9451497472290353,0.20547024569913064,100
MLP,learned_wavelet_no_warmup,LWT,cfg015,15,0.23979788814867678,0.18210197878898185,0.9430990479554179,0.214469117639911,100
MLP,learned_wavelet_no_warmup,LWT,cfg016,16,0.23235061945519891,0.17668147689195562,0.9465784488384276,0.20932025448756345,100
MLP,learned_wavelet_no_warmup,LWT,cfg017,17,0.23617146574567882,0.18055230787681342,0.9448070414202928,0.21451872126212929,100
MLP,learned_wavelet_no_warmup,LWT,cfg018,18,0.2455242088180888,0.18985523570995466,0.9403490361717783,0.20919546801528313,97
MLP,learned_wavelet_no_warmup,LWT,cfg019,19,0.2519060430762338,0.19289598007728545,0.937207756963601,0.21636882655001705,85
MLP,learned_wavelet_no_warmup,LWT,cfg020,20,0.22523735081653368,0.1735145341898874,0.9497993146677627,0.20791605902990604,62
MLP,learned_wavelet_no_warmup,LWT,cfg021,21,0.23949880933816217,0.18569724216581723,0.9432408945474829,0.20371536453090464,85
MLP,learned_wavelet_no_warmup,LWT,cfg022,22,0.24716735494655515,0.18985631516494422,0.9395479483331476,0.2146864025553184,97
MLP,learned_wavelet_no_warmup,LWT,cfg023,23,0.26824048185490973,0.20675709922370233,0.9288004143954498,0.23364023832041125,33
MLP,learned_wavelet_no_warmup,LWT,cfg024,24,0.24095642608555368,0.18579929592066574,0.9425479075204972,0.2051548737087376,100
MLP,learned_wavelet_no_warmup,LWT,cfg025,25,0.24288359576828833,0.18719517054216422,0.941625228663673,0.21614344826892698,100
MLP,learned_wavelet_no_warmup,LWT,cfg026,26,0.24452131659000415,0.18815733077998334,0.9408353532471458,0.20725471642321666,100
MLP,learned_wavelet_no_warmup,LWT,cfg027,27,0.23691224944019634,0.18158197806656148,0.9444602580700057,0.21167693109110564,100
MLP,learned_wavelet_no_warmup,LWT,cfg028,28,0.23704077288380607,0.18172901078632067,0.9443999817853421,0.20769240208545858,100
MLP,learned_wavelet_no_warmup,LWT,cfg029,29,0.25574988262880427,0.19744301333539027,0.9352768402751996,0.23162572878932958,37
MLP,learned_wavelet_no_warmup,LWT,cfg030,30,0.24805560265531562,0.18953408246379097,0.939112673367135,0.20974654563163297,100
MLP,learned_wavelet_no_warmup,LWT,cfg031,31,0.2410720188647379,0.18437244387946794,0.9424927719087591,0.21845375734326017,100
MLP,learned_wavelet_no_warmup,LWT,cfg032,32,0.23435434461657836,0.17950160251855696,0.9456530916631394,0.20708394472548608,100
MLP,learned_wavelet_no_warmup,LWT,cfg033,33,0.2430863409650766,0.1859897165208467,0.9415277322136789,0.2159257580908763,100
MLP,learned_wavelet_no_warmup,LWT,cfg034,34,0.24066020910723804,0.18443615975220862,0.9426890768173118,0.209752562933001,100
MLP,learned_wavelet_no_warmup,LWT,cfg035,35,0.2290274763163735,0.17540404016910507,0.9480956209301159,0.2112025306113432,80
MLP,learned_wavelet_no_warmup,LWT,cfg036,36,0.2711207383153585,0.20905911427812507,0.9272631813849656,0.220809654060062,100
MLP,learned_wavelet_no_warmup,LWT,cfg037,37,0.25225851159574364,0.19223330245228992,0.9370319154276997,0.21971317972108778,100
MLP,learned_wavelet_no_warmup,LWT,cfg038,38,0.23775809219615537,0.18107061626889448,0.9440629653967272,0.20917613257475925,63
MLP,learned_wavelet_no_warmup,LWT,cfg039,39,0.2504135681083281,0.19214385668782322,0.937949606815814,0.2154087274527143,100
MLP,learned_wavelet_no_warmup,LWT,cfg040,40,0.24871507184528344,0.19041450968962934,0.9387884985416451,0.21172432450647444,76
MLP,learned_wavelet_no_warmup,LWT,cfg041,41,0.23760282814474948,0.1831142192155181,0.9441359990817938,0.21380386870658236,92
MLP,learned_wavelet_no_warmup,LWT,cfg042,42,0.2473356557038963,0.19066419526220277,0.9394655944967802,0.20942796575915062,100
MLP,learned_wavelet_no_warmup,LWT,cfg043,43,0.24416689813581607,0.1865539987234223,0.9410067399080291,0.21425664224676697,92
MLP,learned_wavelet_no_warmup,LWT,cfg044,44,0.24194539376022592,0.18647737817015708,0.9420753335864395,0.21562599126537363,100
MLP,learned_wavelet_no_warmup,LWT,cfg045,45,0.22881217543634025,0.1766527466261412,0.9481931621162326,0.20452681985076523,88
MLP,learned_wavelet_no_warmup,LWT,cfg046,46,0.24061826851054302,0.1855454218850102,0.9427090505793078,0.21107054162270383,85
MLP,learned_wavelet_no_warmup,LWT,cfg047,47,0.26110833790160004,0.19997354873766682,0.9325362768159144,0.23040910675527881,45
MLP,learned_wavelet_no_warmup,LWT,cfg048,48,0.2363569751658156,0.1807061046350163,0.9447203007555584,0.20644542721136877,82
MLP,learned_wavelet_no_warmup,LWT,cfg049,49,0.23873081613714445,0.1822563752806795,0.9436043261394664,0.21710295783968617,100
MLP,learned_wavelet_no_warmup,LWT,cfg050,50,0.24487327816932009,0.18765923217124456,0.9406649086453961,0.21270993207782826,100
MLP,learned_wavelet_no_warmup,LWT,cfg051,51,0.23606726706988398,0.18063647265046656,0.9448557328615155,0.21129791147371674,84
MLP,learned_wavelet_no_warmup,LWT,cfg052,52,0.22331611433398446,0.1716564752459995,0.950652068865167,0.2036394594662969,88
MLP,learned_wavelet_no_warmup,LWT,cfg053,53,0.23819301747849853,0.183830525233201,0.9438581296154835,0.21690144773411238,100
MLP,learned_wavelet,LWT-Warm,cfg000,0,0.24932967835747016,0.19117413810567832,0.9384856019760679,0.20467280796425838,100
MLP,learned_wavelet,LWT-Warm,cfg001,1,0.25506029760002774,0.19566999653316403,0.9356253991885435,0.2184965969264451,97
MLP,learned_wavelet,LWT-Warm,cfg002,2,0.24135859907482624,0.18520880530601846,0.9423559644157685,0.20262344365955595,100
MLP,learned_wavelet,LWT-Warm,cfg003,3,0.24095356715757643,0.1839648578433518,0.9425492708410178,0.2025295197022551,100
MLP,learned_wavelet,LWT-Warm,cfg004,4,0.24201654141739515,0.18491243798401336,0.942041261350598,0.20928825878106092,92
MLP,learned_wavelet,LWT-Warm,cfg005,5,0.249936572094258,0.19216643841751485,0.9381857729390857,0.2092134900549248,100
MLP,learned_wavelet,LWT-Warm,cfg006,6,0.25248687451791485,0.19239591121256322,0.9369178571592256,0.20654020758960032,100
MLP,learned_wavelet,LWT-Warm,cfg007,7,0.23869048473664883,0.18320450588913934,0.9436233796024089,0.2120002734973089,100
MLP,learned_wavelet,LWT-Warm,cfg008,8,0.22674364482081477,0.17434892696532509,0.9491256267683724,0.20282179584549,100
MLP,learned_wavelet,LWT-Warm,cfg009,9,0.2395053610235801,0.18212085897125946,0.9432377891216904,0.20685073812480279,94
MLP,learned_wavelet,LWT-Warm,cfg010,10,0.2427957586154491,0.18462879417867176,0.9416674426842463,0.2088725381377184,100
MLP,learned_wavelet,LWT-Warm,cfg011,11,0.2501175555974794,0.1916888569439906,0.9380962189714546,0.23002203691185136,37
MLP,learned_wavelet,LWT-Warm,cfg012,12,0.24645163036267223,0.1886779304721283,0.9398975444616307,0.21112950155666776,100
MLP,learned_wavelet,LWT-Warm,cfg013,13,0.24116578519399146,0.18484326590749536,0.9424480276835226,0.2211179045355913,100
MLP,learned_wavelet,LWT-Warm,cfg014,14,0.23910015694293427,0.1833755799463362,0.9434296914909057,0.207457764982517,100
MLP,learned_wavelet,LWT-Warm,cfg015,15,0.2402701093868519,0.18306186646362813,0.9428747232550833,0.21285527913093558,100
MLP,learned_wavelet,LWT-Warm,cfg016,16,0.23300812035193275,0.17840259785367993,0.9462756786932909,0.20668531442534538,100
MLP,learned_wavelet,LWT-Warm,cfg017,17,0.2472226365801597,0.18977662372164505,0.9395209038078202,0.22474072404922088,63
MLP,learned_wavelet,LWT-Warm,cfg018,18,0.24769524157708533,0.19085177451063115,0.9392894521604015,0.2113585945521837,100
MLP,learned_wavelet,LWT-Warm,cfg019,19,0.25191730002662316,0.19353184888717606,0.9372021448317952,0.21758847364621833,86
MLP,learned_wavelet,LWT-Warm,cfg020,20,0.23213403956756232,0.17986493738868145,0.946677993580031,0.2168095249086944,46
MLP,learned_wavelet,LWT-Warm,cfg021,21,0.23859706697115635,0.1832374236932203,0.943667499897383,0.20352811299747334,100
MLP,learned_wavelet,LWT-Warm,cfg022,22,0.25490243727743317,0.19416205153541002,0.9357050591794197,0.2105025227915907,76
MLP,learned_wavelet,LWT-Warm,cfg023,23,0.2371954679626843,0.18288565554772385,0.9443273878964324,0.20695971306090769,91
MLP,learned_wavelet,LWT-Warm,cfg024,24,0.24561553327046648,0.18976685791947281,0.940304652729782,0.2085701791892625,100
MLP,learned_wavelet,LWT-Warm,cfg025,25,0.24812953054980583,0.19009449879208545,0.9390763755164363,0.2176407945504537,100
MLP,learned_wavelet,LWT-Warm,cfg026,26,0.24027117445546609,0.18561920500313603,0.9428742168044528,0.21274847569037697,52
MLP,learned_wavelet,LWT-Warm,cfg027,27,0.23505916113306183,0.1810084650379269,0.9453257053808208,0.20860135198549334,85
MLP,learned_wavelet,LWT-Warm,cfg028,28,0.2607781832100508,0.20250846352826665,0.9327067760287396,0.23888419375672335,34
MLP,learned_wavelet,LWT-Warm,cfg029,29,0.23845727676173725,0.18258833255609114,0.9437334891842301,0.21258671837520018,100
MLP,learned_wavelet,LWT-Warm,cfg030,30,0.2417402944134606,0.18491932676920858,0.9421734985114553,0.21215490436716922,100
MLP,learned_wavelet,LWT-Warm,cfg031,31,0.24299234327661157,0.185494171097406,0.941572944094617,0.21774432010684347,100
MLP,learned_wavelet,LWT-Warm,cfg032,32,0.23875428651014044,0.18320909246171935,0.9435932367243062,0.21041040494847862,100
MLP,learned_wavelet,LWT-Warm,cfg033,33,0.22510944753400128,0.17355217345053536,0.9498563124023669,0.20807432098073134,100
MLP,learned_wavelet,LWT-Warm,cfg034,34,0.22377683698349624,0.17168088434954817,0.9504482397538876,0.20635939224312475,81
MLP,learned_wavelet,LWT-Warm,cfg035,35,0.23934150574919683,0.18390758707156654,0.9433154291885049,0.21465857474141747,100
MLP,learned_wavelet,LWT-Warm,cfg036,36,0.25703020085726,0.19618762050512853,0.9346271925795202,0.21037036979805343,100
MLP,learned_wavelet,LWT-Warm,cfg037,37,0.2509536472532316,0.19189847313553066,0.9376816639710237,0.21269974286243776,100
MLP,learned_wavelet,LWT-Warm,cfg038,38,0.25368169405896623,0.19557416215636755,0.9363194093037842,0.21180257702140298,93
MLP,learned_wavelet,LWT-Warm,cfg039,39,0.2512643965919625,0.19201686271602328,0.9375272340852915,0.21319349092254458,100
MLP,learned_wavelet,LWT-Warm,cfg040,40,0.25777554354157306,0.1978232167877509,0.9342475034161153,0.21803752515326827,99
MLP,learned_wavelet,LWT-Warm,cfg041,41,0.22656581456466568,0.17248023257477757,0.9492053948707477,0.20801979485515412,66
MLP,learned_wavelet,LWT-Warm,cfg042,42,0.2425767039480394,0.18597966618071435,0.9417726525506492,0.2134646416351316,100
MLP,learned_wavelet,LWT-Warm,cfg043,43,0.24607535501408423,0.1879081908865699,0.9400809298046318,0.22053439758928123,100
MLP,learned_wavelet,LWT-Warm,cfg044,44,0.25201064433200693,0.1926286174683222,0.9371555985392119,0.21491787370964102,100
MLP,learned_wavelet,LWT-Warm,cfg045,45,0.2473235911470194,0.18896072989750837,0.9394714998561535,0.217299097539116,99
MLP,learned_wavelet,LWT-Warm,cfg046,46,0.2744475761276806,0.2119950169279143,0.9254671678998356,0.23531284999766827,40
MLP,learned_wavelet,LWT-Warm,cfg047,47,0.2453444355855666,0.1880752626764855,0.9404363572608568,0.214933741652101,100
MLP,learned_wavelet,LWT-Warm,cfg048,48,0.23331815809361514,0.1792325872710299,0.9461326137328249,0.20864024706775772,100
MLP,learned_wavelet,LWT-Warm,cfg049,49,0.24129849063216466,0.18442322752860818,0.9423846724192863,0.2196267116627171,100
MLP,learned_wavelet,LWT-Warm,cfg050,50,0.24417671031562835,0.18696670959920997,0.941001998363527,0.20985326429753842,100
MLP,learned_wavelet,LWT-Warm,cfg051,51,0.24219372712352055,0.18477963964150043,0.9419563645148371,0.22210109336424144,64
MLP,learned_wavelet,LWT-Warm,cfg052,52,0.24606470542103745,0.18966072742206866,0.9400861160200918,0.2370515956111907,31
MLP,learned_wavelet,LWT-Warm,cfg053,53,0.2541499280851924,0.19426197148043461,0.9360841149338309,0.22562605453014345,39
CNN,raw,Raw,cfg000,0,0.2987938817066888,0.22883971163532546,0.9116569832514042,0.2715893948061156,49
CNN,raw,Raw,cfg001,1,0.2826618407767982,0.22268698646909132,0.9209388384535662,0.25720287884849535,37
CNN,raw,Raw,cfg002,2,0.30099679174103444,0.2395652527079259,0.9103495326344749,0.2501758034437343,58
CNN,raw,Raw,cfg003,3,0.2841818242396282,0.22268519661402464,0.9200862666114271,0.24035631647280256,31
CNN,raw,Raw,cfg004,4,0.2696222636618892,0.21178485335710195,0.9280649870749099,0.2507441857108616,67
CNN,raw,Raw,cfg005,5,0.2735804589224105,0.21735719576789408,0.9259373968942473,0.2498179451638554,45
CNN,raw,Raw,cfg006,6,0.2584878946996055,0.20016669977632823,0.933883593132034,0.2503014216794735,48
CNN,raw,Raw,cfg007,7,0.2514751066702991,0.19606914208345746,0.9374224109500854,0.2343144715196354,70
CNN,raw,Raw,cfg008,8,0.24890451058024587,0.19426595398086294,0.9386952171380589,0.23071665356762772,73
CNN,raw,Raw,cfg009,9,0.23173530000373738,0.18073116605613784,0.9468610200156902,0.23216511893999622,58
CNN,raw,Raw,cfg010,10,0.2420516966651706,0.18820900725710082,0.9420244219908315,0.245751775891351,42
CNN,raw,Raw,cfg011,11,0.2360985748054816,0.18456405051155472,0.9448411051950972,0.22720292262029496,100
CNN,raw,Raw,cfg012,12,0.32131827327029056,0.24432140388162749,0.8978355800189626,0.29035609100617543,59
CNN,raw,Raw,cfg013,13,0.3158761464889157,0.2426211371942357,0.9012669649809792,0.28070788554130477,88
CNN,raw,Raw,cfg014,14,0.34418148568460244,0.2704600222400238,0.8827794284335252,0.30420465700915456,29
CNN,raw,Raw,cfg015,15,0.3575355366702659,0.2681538494368605,0.8735067784499397,0.2994154305715707,90
CNN,raw,Raw,cfg016,16,0.31554455271589815,0.2476345735381388,0.9014741479278637,0.29125653101948085,49
CNN,raw,Raw,cfg017,17,0.27029461613199407,0.2114631428244436,0.9277057735046924,0.24628548437527323,70
CNN,raw,Raw,cfg018,18,0.30120883247507074,0.24047890583349246,0.9102231774893064,0.26245738316585393,51
CNN,raw,Raw,cfg019,19,0.27255847022077406,0.21070531001580037,0.9264897007229236,0.2536475610213849,63
CNN,raw,Raw,cfg020,20,0.25714347142968214,0.20149046157050604,0.9345695616326064,0.24109330334342316,46
CNN,raw,Raw,cfg021,21,0.2497346690378128,0.1936184794587599,0.9382856017900397,0.25033388368165566,74
CNN,raw,Raw,cfg022,22,0.27873436819672504,0.21673988645577527,0.9231206209942822,0.25499091928593587,73
CNN,raw,Raw,cfg023,23,0.24012755203264302,0.18724588814408713,0.9429424904229448,0.23097702611449114,100
CNN,raw,Raw,cfg024,24,0.4193540340400083,0.3102508164374882,0.8259834816994147,0.3894897749293691,84
CNN,raw,Raw,cfg025,25,0.3862390417472959,0.28270397814032394,0.8523813712759395,0.3446136217580275,71
CNN,raw,Raw,cfg026,26,0.3248561217990228,0.24583408047756622,0.8955734487413058,0.28845558558448936,74
CNN,raw,Raw,cfg027,27,0.37330710354132707,0.2762978456428254,0.8621009313767505,0.3256995410376769,91
CNN,raw,Raw,cfg028,28,0.3704266496271398,0.28385905162712755,0.8642207917061953,0.3544074178873362,45
CNN,raw,Raw,cfg029,29,0.29541770744266316,0.22432043710722058,0.9136421399685561,0.2837010831602241,67
CNN,raw,Raw,cfg030,30,0.3320528841673154,0.24492745142988562,0.8908953304029115,0.31191429515634256,81
CNN,raw,Raw,cfg031,31,0.284749761831312,0.21635385913933128,0.9197665321217514,0.2635906929238283,62
CNN,raw,Raw,cfg032,32,0.304424657967894,0.23863047981766122,0.9082959579890064,0.30969836424554487,34
CNN,raw,Raw,cfg033,33,0.29472389255363324,0.22890649135404167,0.9140473019347682,0.2895214119541841,100
CNN,raw,Raw,cfg034,34,0.2491779317007376,0.19437173396702886,0.9385604567923582,0.2367650202667438,97
CNN,raw,Raw,cfg035,35,0.24228182246074534,0.18792828335517509,0.9419141313515788,0.2404731267152814,60
CNN,db4,Db4,cfg000,0,0.30589869829588734,0.23736014898617777,0.9074057362807509,0.2418187015287265,66
CNN,db4,Db4,cfg001,1,0.31269507428763005,0.24625112775422994,0.9032455596936774,0.2567597997165767,70
CNN,db4,Db4,cfg002,2,0.31930227188774574,0.24354614740417466,0.8991135495897042,0.24184024252693226,89
CNN,db4,Db4,cfg003,3,0.3037672541032635,0.23820634766170512,0.9086915993781909,0.25165337589965625,46
CNN,db4,Db4,cfg004,4,0.2870712981608452,0.22064409192480283,0.9184529281424941,0.2292777466876728,100
CNN,db4,Db4,cfg005,5,0.3003517477700602,0.23311711527051832,0.9107333674863386,0.24044182489451155,69
CNN,db4,Db4,cfg006,6,0.3087544443995165,0.23372815374986142,0.9056688214467715,0.2480757362873025,58
CNN,db4,Db4,cfg007,7,0.2728408073398254,0.21320447212361732,0.9263373265497395,0.2386090309384487,60
CNN,db4,Db4,cfg008,8,0.2785306126660822,0.21479092440004552,0.9232329779550359,0.2234332241792127,100
CNN,db4,Db4,cfg009,9,0.27209884400069595,0.21185247488924727,0.9267374183782453,0.26921522295165673,36
CNN,db4,Db4,cfg010,10,0.2781763812543245,0.21237195056877978,0.923428116279749,0.22453288978016897,100
CNN,db4,Db4,cfg011,11,0.2953516801700883,0.23139103273051093,0.9136807384452921,0.2921909809965585,39
CNN,db4,Db4,cfg012,12,0.3112464218874391,0.24069074685299618,0.904139970185723,0.2506920856718613,80
CNN,db4,Db4,cfg013,13,0.31125215957189856,0.2447979836673056,0.904136435882134,0.2617410263866326,92
CNN,db4,Db4,cfg014,14,0.2992844469128575,0.23067534659624161,0.9113666587873147,0.2448306054755423,79
CNN,db4,Db4,cfg015,15,0.3197151879723077,0.24907993621957686,0.8988524517070933,0.25433274963089536,46
CNN,db4,Db4,cfg016,16,0.27647707224135093,0.21214012278148864,0.9243607753263,0.23318072287705607,62
CNN,db4,Db4,cfg017,17,0.281225769233393,0.2185554996603725,0.9217401427170684,0.24217860146593811,81
CNN,db4,Db4,cfg018,18,0.2826690029814373,0.21527548450915757,0.9209348318328605,0.22776022088408868,96
CNN,db4,Db4,cfg019,19,0.2934043733105811,0.23057606852695045,0.9148152230428184,0.23747160679500012,97
CNN,db4,Db4,cfg020,20,0.27013624345987247,0.20776212603431313,0.927790466834755,0.226773614523561,100
CNN,db4,Db4,cfg021,21,0.2724513359540906,0.21096776119723215,0.9265474785949426,0.2467656314725138,98
CNN,db4,Db4,cfg022,22,0.2820361480157616,0.21730653362604743,0.9212884664457978,0.22914098689668919,100
CNN,db4,Db4,cfg023,23,0.2610803593852936,0.2032077312550666,0.9325507339088357,0.23428443740579435,95
CNN,db4,Db4,cfg024,24,0.3516962649781195,0.27446106286983396,0.8776048138772401,0.27964325237975673,47
CNN,db4,Db4,cfg025,25,0.3097909439185637,0.24069875758497103,0.905034412201974,0.2618892756233394,76
CNN,db4,Db4,cfg026,26,0.30589604474145093,0.23596795285561115,0.9074073427135664,0.24973618509115103,100
CNN,db4,Db4,cfg027,27,0.2938800050862094,0.2281387462394238,0.9145388166173485,0.24222703451217634,100
CNN,db4,Db4,cfg028,28,0.3142582751657005,0.24225130864908462,0.9022757671469279,0.26567384764545365,51
CNN,db4,Db4,cfg029,29,0.28561430756944717,0.22278204826106665,0.9192785892723282,0.24991474412759188,100
CNN,db4,Db4,cfg030,30,0.2590162917624797,0.19925707628953346,0.9336130085248205,0.2281782325930521,100
CNN,db4,Db4,cfg031,31,0.2832082132912607,0.22124895815580395,0.920632899779403,0.24070608853242734,100
CNN,db4,Db4,cfg032,32,0.2653021951665423,0.20602425361072257,0.9303517014057026,0.23938829570529338,100
CNN,db4,Db4,cfg033,33,0.2898357819078839,0.2262124704075217,0.9168747764890971,0.263657320623528,80
CNN,db4,Db4,cfg034,34,0.2611944886240548,0.20012383146098245,0.9324917511806226,0.23245910158416358,98
CNN,db4,Db4,cfg035,35,0.2782291905307351,0.2149039582517392,0.9233990405574684,0.24640323284899351,100
CNN,learned_wavelet_no_warmup,LWT,cfg000,0,0.27735604249942847,0.21504960944651455,0.9238790694721468,0.24406779076025442,52
CNN,learned_wavelet_no_warmup,LWT,cfg001,1,0.2779152546177992,0.21604488313911854,0.9235718062194609,0.24234907262717156,59
CNN,learned_wavelet_no_warmup,LWT,cfg002,2,0.2635493432661068,0.20442457573967532,0.931268993859419,0.2274484341686967,49
CNN,learned_wavelet_no_warmup,LWT,cfg003,3,0.25244422350291484,0.1965093521689527,0.9369391674960865,0.22525018901991584,65
CNN,learned_wavelet_no_warmup,LWT,cfg004,4,0.24984656142849762,0.19186660748090106,0.9382302877358005,0.21901673173644404,100
CNN,learned_wavelet_no_warmup,LWT,cfg005,5,0.29346786908606853,0.22472205509576054,0.9147783492997315,0.2594049348239152,36
CNN,learned_wavelet_no_warmup,LWT,cfg006,6,0.25695780740691543,0.19650831163101587,0.9346640123508986,0.21921121936650861,100
CNN,learned_wavelet_no_warmup,LWT,cfg007,7,0.24914374474789963,0.19227643951512174,0.9385773145185882,0.2281087139741385,70
CNN,learned_wavelet_no_warmup,LWT,cfg008,8,0.21754388092529597,0.1682362101795336,0.9531701713441997,0.20214471616424834,100
CNN,learned_wavelet_no_warmup,LWT,cfg009,9,0.21356517368901876,0.16522314954355305,0.954867468772112,0.20712537140031384,100
CNN,learned_wavelet_no_warmup,LWT,cfg010,10,0.3177768245659736,0.24497253500569796,0.9000752048134149,0.31403064861944735,36
